state,county,population
Kentucky,McCreary,13558
Kentucky,McLean,7020
Kentucky,Madison,73026
Kentucky,Magoffin,9495
Kentucky,Marion,14610
Kentucky,Marshall,24874
Kentucky,Martin,9171
Kentucky,Mason,13252
Kentucky,Meade,22009
Kentucky,Menifee,5100
Kentucky,Mercer,16911
Kentucky,Metcalfe,7692
Kentucky,Monroe,8222
Kentucky,Montgomery,21449
Kentucky,Morgan,10827
Kentucky,Muhlenberg,24506
Kentucky,Nelson,35045
Kentucky,Nicholas,5542
Kentucky,Ohio,18207
Kentucky,Oldham,49585
Kentucky,Owen,8433
Kentucky,Owsley,3571
Kentucky,Pendleton,11193
Kentucky,Perry,20269
Kentucky,Pike,46506
Kentucky,Powell,9240
Kentucky,Pulaski,50368
Kentucky,Robertson,1613
Kentucky,Rockcastle,13099
Kentucky,Rowan,19695
Kentucky,Russell,13795
Kentucky,Scott,41902
Kentucky,Shelby,37100
Kentucky,Simpson,13868
Kentucky,Spencer,14607
Kentucky,Taylor,19828
Kentucky,Todd,9049
Kentucky,Trigg,11350
Kentucky,Trimble,6678
Kentucky,Union,11911
Kentucky,Warren,101048
Kentucky,Washington,9232
Kentucky,Wayne,16171
Kentucky,Webster,9996
Kentucky,Whitley,27186
Kentucky,Wolfe,5522
Kentucky,Woodford,20619
Louisiana,Acadia Parish,46251
Louisiana,Allen Parish,19900
Louisiana,Ascension Parish,91510
Louisiana,Assumption Parish,17422
Louisiana,Avoyelles Parish,30941
Louisiana,Beauregard Parish,28147
Louisiana,Bienville Parish,10358
Louisiana,Bossier Parish,95468
Louisiana,Caddo Parish,185443
Louisiana,Calcasieu Parish,152160
Louisiana,Caldwell Parish,7662
Louisiana,Cameron Parish,5453
Louisiana,Catahoula Parish,7518
Louisiana,Claiborne Parish,13051
Louisiana,Concordia Parish,14882
Louisiana,De Soto Parish,20823
Louisiana,East Baton Rouge Parish,342383
Louisiana,East Carroll Parish,5233
Louisiana,East Feliciana Parish,15829
Louisiana,Evangeline Parish,25291
Louisiana,Franklin Parish,15012
Louisiana,Grant Parish,17755
Louisiana,Iberia Parish,52413
Louisiana,Iberville Parish,25915
Louisiana,Jackson Parish,12520
Louisiana,Jefferson Parish,338835
Louisiana,Jefferson Davis Parish,23426
Louisiana,Lafayette Parish,185984
Louisiana,Lafourche Parish,75207
Louisiana,LaSalle Parish,11410
Louisiana,Lincoln Parish,37692
Louisiana,Livingston Parish,104506
Louisiana,Madison Parish,8476
Louisiana,Morehouse Parish,19109
Louisiana,Natchitoches Parish,29539
Louisiana,Orleans Parish,313190
Louisiana,Ouachita Parish,116189
Louisiana,Plaquemines Parish,17265
Louisiana,Pointe Coupee Parish,17055
Louisiana,Rapides Parish,98046
Louisiana,Red River Parish,6465
Louisiana,Richland Parish,15556
Louisiana,Sabine Parish,18306
Louisiana,St. Bernard Parish,34307
Louisiana,St. Charles Parish,39964
Louisiana,St. Helena Parish,8080
Louisiana,St. James Parish,16370
Louisiana,St. John the Baptist Parish,32334
Louisiana,St. Landry Parish,60614
Louisiana,St. Martin Parish,40689
Louisiana,St. Mary Parish,38005
Louisiana,St. Tammany Parish,196605
Louisiana,Tangipahoa Parish,100974
Louisiana,Tensas Parish,3399
Louisiana,Terrebonne Parish,83071
Louisiana,Union Parish,17379
Louisiana,Vermilion Parish,44570
Louisiana,Vernon Parish,37073
Louisiana,Washington Parish,35295
Louisiana,Webster Parish,30044
Louisiana,West Baton Rouge Parish,20062
Louisiana,West Carroll Parish,8463
Louisiana,West Feliciana Parish,12915
Louisiana,Winn Parish,11248
Maine,Androscoggin,84570
Maine,Aroostook,55051
Maine,Cumberland,239616
Maine,Franklin,24610
Maine,Hancock,45592
Maine,Kennebec,98608
Maine,Knox,32773
Maine,Lincoln,28615
Maine,Oxford,47137
Maine,Penobscot,124181
Maine,Piscataquis,13984
Maine,Sagadahoc,29002
Maine,Somerset,40958
Maine,Waldo,32353
Maine,Washington,25384
Maine,York,167424
Maryland,Allegany,58697
Maryland,Anne Arundel,447015
Maryland,Baltimore,649107
Maryland,Calvert,70724
Maryland,Caroline,25410
Maryland,Carroll,131611
Maryland,Cecil,79590
Maryland,Charles,122701
Maryland,Dorchester,25260
Maryland,Frederick,196534
Maryland,Garrett,23744
Maryland,Harford,197167
Maryland,Howard,243854
Maryland,Kent,16411
Maryland,Montgomery,804172
Maryland,Prince George's,707643
Maryland,Queen Anne's,39410
Maryland,St. Mary's,85771
Maryland,Somerset,21309
Maryland,Talbot,30291
Maryland,Washington,117762
Maryland,Wicomico,80610
Maryland,Worcester,43032
Maryland,Baltimore city,479033
Massachusetts,Barnstable,181406
Massachusetts,Berkshire,104638
Massachusetts,Bristol,446748
Massachusetts,Dukes,14504
Massachusetts,Essex,619548
Massachusetts,Franklin,58299
Massachusetts,Hampden,366201
Massachusetts,Hampshire,137922
Massachusetts,Middlesex,1287958
Massachusetts,Nantucket,9431
Massachusetts,Norfolk,556438
Massachusetts,Plymouth,407265
Massachusetts,Suffolk,668523
Massachusetts,Worcester,652152
Michigan,Alcona,9068
Michigan,Alger,7719
Michigan,Allegan,88797
Michigan,Alpena,23105
Michigan,Antrim,19096
Michigan,Arenac,12295
Michigan,Baraga,6865
Michigan,Barry,47555
Michigan,Bay,82603
Michigan,Benzie,14497
Michigan,Berrien,120300
Michigan,Branch,33315
Michigan,Calhoun,103332
Michigan,Cass,40916
Michigan,Charlevoix,21238
Michigan,Cheboygan,21239
Michigan,Chippewa,30617
Michigan,Clare,24574
Michigan,Clinton,61321
Michigan,Crawford,11342
Michigan,Delta,28781
Michigan,Dickinson,20361
Michigan,Eaton,86826
Michigan,Emmet,26809
Michigan,Genesee,314958
Michigan,Gladwin,20504
Michigan,Gogebic,12407
Michigan,Grand Traverse,73952
Michigan,Gratiot,32657
Michigan,Hillsdale,35756
Michigan,Houghton,28644
Michigan,Huron,25146
Michigan,Ingham,233508
Michigan,Ionia,50043
Michigan,Iosco,21069
Michigan,Iron,9282
Michigan,Isabella,58146
Michigan,Jackson,124082
Michigan,Kalamazoo,207218
Michigan,Kalkaska,14021
Michigan,Kent,494879
Michigan,Keweenaw,1796
Michigan,Lake,9888
Michigan,Lapeer,69801
Michigan,Leelanau,18154
Michigan,Lenawee,77571
Michigan,Livingston,150200
Michigan,Luce,5255
Michigan,Mackinac,9091
Michigan,Macomb,687294
Michigan,Manistee,20285
Michigan,Marquette,54512
Michigan,Mason,23166
Michigan,Mecosta,35421
Michigan,Menominee,18720
Michigan,Midland,65604
Michigan,Missaukee,11629
Michigan,Monroe,117953
Michigan,Montcalm,49368
Michigan,Montmorency,7913
Michigan,Muskegon,133601
Michigan,Newaygo,37749
Michigan,Oakland,992333
Michigan,Oceana,20554
Michigan,Ogemaw,17057
Michigan,Ontonagon,5120
Michigan,Osceola,18108
Michigan,Oscoda,6691
Michigan,Otsego,19452
Michigan,Ottawa,220020
Michigan,Presque Isle,10677
Michigan,Roscommon,20331
Michigan,Saginaw,150124
Michigan,St. Clair,126048
Michigan,St. Joseph,45897
Michigan,Sanilac,32365
Michigan,Schoolcraft,6669
Michigan,Shiawassee,53779
Michigan,Tuscola,41899
Michigan,Van Buren,57834
Michigan,Washtenaw,299763
Michigan,Wayne,1337948
Michigan,Wexford,25661
Minnesota,Aitkin,13221
Minnesota,Anoka,269260
Minnesota,Becker,25915
Minnesota,Beltrami,35006
Minnesota,Benton,30174
Minnesota,Big Stone,3908
Minnesota,Blue Earth,54066
Minnesota,Brown,19608
Minnesota,Carlton,27695
Minnesota,Carver,75949
Minnesota,Cass,23267
Minnesota,Chippewa,9117
Minnesota,Chisago,43120
Minnesota,Clay,48302
Minnesota,Clearwater,6672
Minnesota,Cook,4566
Minnesota,Cottonwood,8523
Minnesota,Crow Wing,50822
Minnesota,Dakota,321489
Minnesota,Dodge,15362
Minnesota,Douglas,29713
Minnesota,Faribault,10698
Minnesota,Fillmore,15877
Minnesota,Freeborn,23784
Minnesota,Goodhue,36085
Minnesota,Grant,4592
Minnesota,Hennepin,979708
Minnesota,Houston,14577
Minnesota,Hubbard,16833
Minnesota,Isanti,30529
Minnesota,Itasca,35782
Minnesota,Jackson,7734
Minnesota,Kanabec,12743
Minnesota,Kandiyohi,32456
Minnesota,Kittson,3364
Minnesota,Koochiching,10130
Minnesota,Lac qui Parle,5332
Minnesota,Lake,8713
Minnesota,Lake of the Woods,3001
Minnesota,Le Sueur,21668
Minnesota,Lincoln,4308
Minnesota,Lyon,19095
Minnesota,McLeod,27561
Minnesota,Mahnomen,3784
Minnesota,Marshall,7203
Minnesota,Martin,15448
Minnesota,Meeker,17529
Minnesota,Mille Lacs,19755
Minnesota,Morrison,25268
Minnesota,Mower,29876
Minnesota,Murray,6477
Minnesota,Nicollet,26647
Minnesota,Nobles,15696
Minnesota,Norman,4934
Minnesota,Olmsted,118074
Minnesota,Otter Tail,45730
Minnesota,Pennington,10832
Minnesota,Pine,23517
Minnesota,Pipestone,6809
Minnesota,Polk,23753
Minnesota,Pope,8832
Minnesota,Ramsey,419280
Minnesota,Red Lake,3024
Minnesota,Redwood,11422
Minnesota,Renville,11219
Minnesota,Rice,52062
Minnesota,Rock,7096
Minnesota,Roseau,11576
Minnesota,St. Louis,161616
Minnesota,Scott,106818
Minnesota,Sherburne,70675
