State_ab,county,Labor Force,Employed,Unemployed,Unemployment Rate (%)
MN,Goodhue,26889,25281,1608,6.00
MN,Grant,3365,3180,185,5.50
MN,Hennepin,715240,667542,47698,6.70
MN,Houston,10416,9952,464,4.50
MN,Hubbard,10068,9335,733,7.30
MN,Isanti,21987,20462,1525,6.90
MN,Itasca,22295,20337,1958,8.80
MN,Jackson,5832,5519,313,5.40
MN,Kanabec,9178,8412,766,8.30
MN,Kandiyohi,24779,23547,1232,5.00
MN,Kittson,2405,2290,115,4.80
MN,Koochiching,5851,5405,446,7.60
MN,Lac qui Parle,3536,3361,175,4.90
MN,Lake,5363,4967,396,7.40
MN,Lake of the Woods,2449,2295,154,6.30
MN,Le Sueur,16215,15077,1138,7.00
MN,Lincoln,3151,3005,146,4.60
MN,Lyon,14667,13999,668,4.60
MN,McLeod,19429,18289,1140,5.90
MN,Mahnomen,2220,1925,295,13.30
MN,Marshall,5489,5115,374,6.80
MN,Martin,10099,9546,553,5.50
MN,Meeker,13372,12642,730,5.50
MN,Mille Lacs,12969,11833,1136,8.80
MN,Morrison,18043,16780,1263,7.00
MN,Mower,20956,19879,1077,5.10
MN,Murray,4881,4624,257,5.30
MN,Nicollet,20944,19912,1032,4.90
MN,Nobles,11665,11159,506,4.30
MN,Norman,3330,3113,217,6.50
MN,Olmsted,91855,86794,5061,5.50
MN,Otter Tail,31735,29957,1778,5.60
MN,Pennington,8732,8175,557,6.40
MN,Pine,14689,13379,1310,8.90
MN,Pipestone,4711,4513,198,4.20
MN,Polk,16390,15434,956,5.80
MN,Pope,6582,6280,302,4.60
MN,Ramsey,290469,269924,20545,7.10
MN,Red Lake,2244,2094,150,6.70
MN,Redwood,7811,7369,442,5.70
MN,Renville,8540,8034,506,5.90
MN,Rice,37521,35481,2040,5.40
MN,Rock,5864,5679,185,3.20
MN,Roseau,7974,7504,470,5.90
MN,St. Louis,101666,94186,7480,7.40
MN,Scott,85225,80122,5103,6.00
MN,Sherburne,53570,50229,3341,6.20
MN,Sibley,8351,7869,482,5.80
MN,Stearns,91724,86347,5377,5.90
MN,Steele,20658,19505,1153,5.60
MN,Stevens,5466,5283,183,3.30
MN,Swift,4906,4612,294,6.00
MN,Todd,13875,13110,765,5.50
MN,Traverse,1765,1684,81,4.60
MN,Wabasha,12506,11820,686,5.50
MN,Wadena,6054,5571,483,8.00
MN,Waseca,9189,8599,590,6.40
MN,Washington,145942,137581,8361,5.70
MN,Watonwan,6697,6376,321,4.80
MN,Wilkin,3485,3337,148,4.20
MN,Winona,28410,26971,1439,5.10
MN,Wright,77159,72766,4393,5.70
MN,Yellow Medicine,5335,5084,251,4.70
MS,Adams,10429,9310,1119,10.70
MS,Alcorn,15117,14189,928,6.10
MS,Amite,4375,4016,359,8.20
MS,Attala,6840,6280,560,8.20
MS,Benton,2991,2748,243,8.10
MS,Bolivar,11350,10386,964,8.50
MS,Calhoun,5514,5077,437,7.90
MS,Carroll,3391,3134,257,7.60
MS,Chickasaw,6867,6140,727,10.60
MS,Choctaw,3545,3324,221,6.20
MS,Claiborne,3062,2630,432,14.10
MS,Clarke,5701,5230,471,8.30
MS,Clay,7817,6925,892,11.40
MS,Coahoma,8262,7255,1007,12.20
MS,Copiah,10644,9782,862,8.10
MS,Covington,8225,7670,555,6.70
MS,DeSoto,91089,85724,5365,5.90
MS,Forrest,32429,29866,2563,7.90
MS,Franklin,2707,2487,220,8.10
MS,George,8852,8063,789,8.90
MS,Greene,4247,3843,404,9.50
MS,Grenada,9151,8506,645,7.00
MS,Hancock,18566,17037,1529,8.20
MS,Harrison,86485,78493,7992,9.20
MS,Hinds,102032,92650,9382,9.20
MS,Holmes,5440,4576,864,15.90
MS,Humphreys,2181,1866,315,14.40
MS,Issaquena,326,298,28,8.60
MS,Itawamba,10154,9461,693,6.80
MS,Jackson,57693,52314,5379,9.30
MS,Jasper,5972,5449,523,8.80
MS,Jefferson,1957,1605,352,18.00
MS,Jefferson Davis,3944,3573,371,9.40
MS,Jones,25160,23412,1748,6.90
MS,Kemper,3311,3000,311,9.40
MS,Lafayette,26288,24724,1564,5.90
MS,Lamar,30383,28592,1791,5.90
MS,Lauderdale,29215,27065,2150,7.40
MS,Lawrence,4604,4212,392,8.50
MS,Leake,7930,7319,611,7.70
MS,Lee,40820,37573,3247,8.00
MS,Leflore,9760,8741,1019,10.40
MS,Lincoln,14288,13256,1032,7.20
MS,Lowndes,24640,22625,2015,8.20
MS,Madison,52326,48986,3340,6.40
MS,Marion,9988,9293,695,7.00
MS,Marshall,13964,12929,1035,7.40
MS,Monroe,15464,14118,1346,8.70
MS,Montgomery,3860,3556,304,7.90
MS,Neshoba,10246,9313,933,9.10
MS,Newton,7940,7324,616,7.80
MS,Noxubee,3776,3365,411,10.90
MS,Oktibbeha,21799,20156,1643,7.50
MS,Panola,12554,11350,1204,9.60
MS,Pearl River,22926,21303,1623,7.10
MS,Perry,4132,3777,355,8.60
MS,Pike,14404,13142,1262,8.80
MS,Pontotoc,14843,13723,1120,7.50
MS,Prentiss,11038,10290,748,6.80
MS,Quitman,2329,2082,247,10.60
MS,Rankin,74275,70439,3836,5.20
MS,Scott,12433,11718,715,5.80
MS,Sharkey,1451,1296,155,10.70
MS,Simpson,10367,9677,690,6.70
MS,Smith,6540,6170,370,5.70
MS,Stone,6840,6331,509,7.40
MS,Sunflower,7435,6626,809,10.90
MS,Tallahatchie,5089,4716,373,7.30
MS,Tate,11944,11049,895,7.50
MS,Tippah,9182,8552,630,6.90
MS,Tishomingo,8246,7714,532,6.50
MS,Tunica,4432,3775,657,14.80
MS,Union,13932,12960,972,7.00
MS,Walthall,4916,4510,406,8.30
MS,Warren,19904,18206,1698,8.50
MS,Washington,16192,14481,1711,10.60
MS,Wayne,7381,6752,629,8.50
MS,Webster,3837,3559,278,7.20
MS,Wilkinson,2721,2372,349,12.80
MS,Winston,7257,6642,615,8.50
MS,Yalobusha,4841,4469,372,7.70
MS,Yazoo,8964,8067,897,10.00
MO,Adair,10046,9536,510,5.10
MO,Andrew,9712,9324,388,4.00
MO,Atchison,2715,2606,109,4.00
MO,Audrain,10276,9683,593,5.80
MO,Barry,15642,14628,1014,6.50
MO,Barton,5154,4903,251,4.90
MO,Bates,7595,7191,404,5.30
MO,Benton,7212,6687,525,7.30
MO,Bollinger,5364,5064,300,5.60
MO,Boone,95852,91790,4062,4.20
MO,Buchanan,43593,41457,2136,4.90
MO,Butler,18120,16990,1130,6.20
MO,Caldwell,4236,4011,225,5.30
MO,Callaway,21370,20421,949,4.40
MO,Camden,18738,17442,1296,6.90
MO,Cape Girardeau,40375,38321,2054,5.10
MO,Carroll,4611,4357,254,5.50
MO,Carter,2518,2355,163,6.50
MO,Cass,53829,50977,2852,5.30
MO,Cedar,5719,5465,254,4.40
MO,Chariton,3735,3585,150,4.00
MO,Christian,45608,43392,2216,4.90
MO,Clark,3157,2968,189,6.00
MO,Clay,136387,128154,8233,6.00
MO,Clinton,10497,9880,617,5.90
MO,Cole,38765,37065,1700,4.40
MO,Cooper,7155,6767,388,5.40
MO,Crawford,10788,10103,685,6.30
MO,Dade,3549,3396,153,4.30
MO,Dallas,7077,6665,412,5.80
MO,Daviess,4105,3933,172,4.20
MO,DeKalb,4202,4014,188,4.50
MO,Dent,6298,5996,302,4.80
MO,Douglas,5134,4745,389,7.60
MO,Dunklin,11515,10679,836,7.30
MO,Franklin,52536,49318,3218,6.10
MO,Gasconade,7584,7153,431,5.70
MO,Gentry,3392,3278,114,3.40
MO,Greene,149592,141608,7984,5.30
MO,Grundy,4276,4081,195,4.60
MO,Harrison,3786,3615,171,4.50
MO,Henry,9644,9080,564,5.80
MO,Hickory,3866,3673,193,5.00
MO,Holt,2539,2454,85,3.30
MO,Howard,4803,4605,198,4.10
MO,Howell,16188,15108,1080,6.70
MO,Iron,3485,3240,245,7.00
MO,Jackson,356700,331092,25608,7.20
MO,Jasper,55788,52632,3156,5.70
MO,Jefferson,116697,109659,7038,6.00
MO,Johnson,23058,21757,1301,5.60
MO,Knox,1745,1676,69,4.00
MO,Laclede,16704,15346,1358,8.10
MO,Lafayette,16498,15638,860,5.20
MO,Lawrence,17618,16553,1065,6.00
MO,Lewis,4933,4693,240,4.90
MO,Lincoln,29023,27257,1766,6.10
MO,Linn,5048,4738,310,6.10
MO,Livingston,7289,7019,270,3.70
MO,McDonald,10321,9794,527,5.10
MO,Macon,7418,7064,354,4.80
MO,Madison,5452,5099,353,6.50
MO,Maries,3896,3707,189,4.90
MO,Marion,14226,13546,680,4.80
MO,Mercer,1862,1797,65,3.50
MO,Miller,12268,11528,740,6.00
MO,Mississippi,5629,5329,300,5.30
MO,Moniteau,7100,6796,304,4.30
MO,Monroe,3775,3554,221,5.90
MO,Montgomery,5706,5427,279,4.90
MO,Morgan,8202,7693,509,6.20
MO,New Madrid,8397,7910,487,5.80
MO,Newton,26580,25048,1532,5.80
MO,Nodaway,10708,10235,473,4.40
MO,Oregon,3911,3647,264,6.80
MO,Osage,7015,6764,251,3.60
MO,Ozark,3463,3214,249,7.20
MO,Pemiscot,6258,5760,498,8.00
MO,Perry,9809,9269,540,5.50
MO,Pettis,20573,19188,1385,6.70
MO,Phelps,19727,18792,935,4.70
MO,Pike,7458,7059,399,5.30
MO,Platte,58753,55594,3159,5.40
MO,Polk,14290,13623,667,4.70
MO,Pulaski,14524,13708,816,5.60
MO,Putnam,2266,2167,99,4.40
MO,Ralls,5612,5363,249,4.40
MO,Randolph,10119,9523,596,5.90
MO,Ray,10757,10026,731,6.80
MO,Reynolds,2922,2759,163,5.60
MO,Ripley,5007,4617,390,7.80
MO,St. Charles,225229,213631,11598,5.10
MO,St. Clair,3774,3541,233,6.20
MO,Ste. Genevieve,9187,8738,449,4.90
MO,St. Francois,26249,24419,1830,7.00
MO,St. Louis,521403,488660,32743,6.30
MO,Saline,10560,10082,478,4.50
MO,Schuyler,1898,1788,110,5.80
MO,Scotland,2376,2299,77,3.20
MO,Scott,19849,18800,1049,5.30
MO,Shannon,3344,3103,241,7.20
MO,Shelby,3029,2895,134,4.40
MO,Stoddard,13185,12417,768,5.80
MO,Stone,13148,11898,1250,9.50
MO,Sullivan,2752,2634,118,4.30
MO,Taney,25960,22689,3271,12.60
MO,Texas,8938,8425,513,5.70
MO,Vernon,9390,8980,410,4.40
MO,Warren,18539,17492,1047,5.60
MO,Washington,10077,9359,718,7.10
MO,Wayne,5017,4711,306,6.10
MO,Webster,17198,16286,912,5.30
MO,Worth,1170,1122,48,4.10
MO,Wright,7374,6866,508,6.90
MO,St. Louis city,150074,137094,12980,8.60
MT,Beaverhead,5088,4888,200,3.90
MT,Big Horn,4868,4519,349,7.20
MT,Blaine,2271,2164,107,4.70
MT,Broadwater,2650,2486,164,6.20
MT,Carbon,5638,5310,328,5.80
MT,Carter,647,629,18,2.80
MT,Cascade,37907,35719,2188,5.80
MT,Chouteau,2473,2379,94,3.80
MT,Custer,6225,5931,294,4.70
MT,Daniels,891,866,25,2.80
MT,Dawson,4670,4418,252,5.40
MT,Deer Lodge,5073,4820,253,5.00
MT,Fallon,1651,1587,64,3.90
MT,Fergus,5849,5586,263,4.50
MT,Flathead,49750,45934,3816,7.70
MT,Gallatin,70900,67418,3482,4.90
MT,Garfield,746,726,20,2.70
MT,Glacier,5508,4983,525,9.50
MT,Golden Valley,365,348,17,4.70
MT,Granite,1601,1473,128,8.00
MT,Hill,7611,7241,370,4.90
MT,Jefferson,5830,5538,292,5.00
MT,Judith Basin,984,938,46,4.70
MT,Lake,13742,12908,834,6.10
MT,Lewis and Clark,36742,34955,1787,4.90
MT,Liberty,972,946,26,2.70
MT,Lincoln,8119,7308,811,10.00
MT,McCone,959,932,27,2.80
MT,Madison,4686,4454,232,5.00
MT,Meagher,959,915,44,4.60
MT,Mineral,1788,1609,179,10.00
MT,Missoula,64525,60562,3963,6.10
MT,Musselshell,2340,2200,140,6.00
MT,Park,9008,8354,654,7.30
MT,Petroleum,271,262,9,3.30
MT,Phillips,1896,1805,91,4.80
MT,Pondera,2671,2543,128,4.80
MT,Powder River,966,936,30,3.10
MT,Powell,2928,2793,135,4.60
MT,Prairie,471,440,31,6.60
MT,Ravalli,20848,19667,1181,5.70
MT,Richland,5964,5591,373,6.30
MT,Roosevelt,4449,4188,261,5.90
MT,Rosebud,3742,3535,207,5.50
MT,Sanders,5090,4700,390,7.70
MT,Sheridan,1764,1681,83,4.70
MT,Silver Bow,17366,16244,1122,6.50
MT,Stillwater,5374,5108,266,4.90
MT,Sweet Grass,1858,1793,65,3.50
MT,Teton,2791,2672,119,4.30
MT,Toole,2149,2046,103,4.80
MT,Treasure,341,329,12,3.50
MT,Valley,4084,3911,173,4.20
MT,Wheatland,762,709,53,7.00
MT,Wibaux,450,428,22,4.90
MT,Yellowstone,83644,79187,4457,5.30
NE,Adams,17032,16364,668,3.90
NE,Antelope,3932,3847,85,2.20
NE,Arthur,234,222,12,5.10
NE,Banner,392,381,11,2.80
NE,Blaine,255,246,9,3.50
NE,Boone,2954,2882,72,2.40
NE,Box Butte,5404,5155,249,4.60
NE,Boyd,1057,1028,29,2.70
NE,Brown,1422,1384,38,2.70
NE,Buffalo,27865,26768,1097,3.90
NE,Burt,3594,3458,136,3.80
NE,Butler,4624,4470,154,3.30
NE,Cass,13474,12899,575,4.30
NE,Cedar,4563,4442,121,2.70
NE,Chase,2289,2250,39,1.70
NE,Cherry,3400,3318,82,2.40
NE,Cheyenne,4287,4102,185,4.30
NE,Clay,3303,3197,106,3.20
NE,Colfax,5676,5516,160,2.80
NE,Cuming,4890,4769,121,2.50
NE,Custer,6428,6257,171,2.70
NE,Dakota,10716,10212,504,4.70
NE,Dawes,4985,4850,135,2.70
NE,Dawson,13449,13000,449,3.30
NE,Deuel,967,937,30,3.10
NE,Dixon,2957,2862,95,3.20
NE,Dodge,20304,19609,695,3.40
NE,Douglas,302384,287388,14996,5.00
NE,Dundy,1168,1143,25,2.10
NE,Fillmore,3203,3116,87,2.70
NE,Franklin,1480,1431,49,3.30
NE,Frontier,1556,1512,44,2.80
NE,Furnas,2616,2546,70,2.70
NE,Gage,10973,10542,431,3.90
NE,Garden,1082,1044,38,3.50
NE,Garfield,1162,1139,23,2.00
NE,Gosper,1113,1085,28,2.50
NE,Grant,420,412,8,1.90
NE,Greeley,1240,1204,36,2.90
NE,Hall,32215,30403,1812,5.60
NE,Hamilton,4778,4604,174,3.60
NE,Harlan,1753,1704,49,2.80
NE,Hayes,634,620,14,2.20
NE,Hitchcock,1322,1277,45,3.40
NE,Holt,5771,5632,139,2.40
NE,Hooker,410,399,11,2.70
NE,Howard,3403,3258,145,4.30
NE,Jefferson,4236,4123,113,2.70
NE,Johnson,2078,1998,80,3.80
NE,Kearney,3842,3721,121,3.10
NE,Keith,4667,4521,146,3.10
NE,Keya Paha,585,572,13,2.20
NE,Kimball,1986,1917,69,3.50
NE,Knox,4689,4551,138,2.90
NE,Lancaster,178390,171029,7361,4.10
NE,Lincoln,18536,17821,715,3.90
NE,Logan,476,464,12,2.50
NE,Loup,409,396,13,3.20
NE,McPherson,443,432,11,2.50
NE,Madison,19813,19073,740,3.70
NE,Merrick,4082,3925,157,3.80
NE,Morrill,2639,2547,92,3.50
NE,Nance,1975,1913,62,3.10
NE,Nemaha,3625,3498,127,3.50
NE,Nuckolls,2478,2412,66,2.70
NE,Otoe,8451,8157,294,3.50
NE,Pawnee,1503,1463,40,2.70
NE,Perkins,1861,1828,33,1.80
NE,Phelps,5011,4866,145,2.90
NE,Pierce,4176,4044,132,3.20
NE,Platte,17945,17295,650,3.60
NE,Polk,2947,2860,87,3.00
NE,Red Willow,5886,5700,186,3.20
NE,Richardson,4239,4104,135,3.20
NE,Rock,889,871,18,2.00
NE,Saline,7376,7116,260,3.50
NE,Sarpy,97907,93989,3918,4.00
NE,Saunders,11383,10977,406,3.60
NE,Scotts Bluff,18278,17534,744,4.10
NE,Seward,8847,8492,355,4.00
NE,Sheridan,2735,2671,64,2.30
NE,Sherman,1678,1626,52,3.10
NE,Sioux,767,750,17,2.20
NE,Stanton,3556,3441,115,3.20
NE,Thayer,2790,2715,75,2.70
NE,Thomas,430,413,17,4.00
NE,Thurston,3125,2967,158,5.10
NE,Valley,2142,2082,60,2.80
NE,Washington,11268,10865,403,3.60
NE,Wayne,5715,5557,158,2.80
NE,Webster,1663,1602,61,3.70
NE,Wheeler,569,559,10,1.80
NE,York,7327,7086,241,3.30
NV,Churchill,11045,10411,634,5.70
NV,Clark,1104388,932852,171536,15.50
NV,Douglas,22104,20130,1974,8.90
NV,Elko,26086,24551,1535,5.90
NV,Esmeralda,417,395,22,5.30
NV,Eureka,1019,983,36,3.50
NV,Humboldt,8005,7603,402,5.00
NV,Lander,3128,2974,154,4.90
NV,Lincoln,2025,1922,103,5.10
NV,Lyon,22635,20617,2018,8.90
NV,Mineral,2107,1985,122,5.80
NV,Nye,17371,15604,1767,10.20
NV,Pershing,2559,2436,123,4.80
NV,Storey,2009,1838,171,8.50
NV,Washoe,247852,227627,20225,8.20
NV,White Pine,4542,4350,192,4.20
NV,Carson City,25557,23362,2195,8.60
NH,Belknap,30922,28750,2172,7.00
NH,Carroll,22990,21209,1781,7.70
NH,Cheshire,39589,37126,2463,6.20
NH,Coos,14229,13091,1138,8.00
NH,Grafton,47865,45034,2831,5.90
NH,Hillsborough,239777,222896,16881,7.00
NH,Merrimack,82373,77539,4834,5.90
NH,Rockingham,185899,172685,13214,7.10
NH,Strafford,73209,68574,4635,6.30
NH,Sullivan,22917,21664,1253,5.50
NJ,Atlantic,124180,102874,21306,17.20
NJ,Bergen,494483,448791,45692,9.20
NJ,Burlington,239256,220269,18987,7.90
NJ,Camden,264683,238958,25725,9.70
NJ,Cape May,45776,39544,6232,13.60
NJ,Cumberland,68560,61463,7097,10.40
NJ,Essex,387319,343539,43780,11.30
NJ,Gloucester,156923,142899,14024,8.90
NJ,Hudson,373057,334859,38198,10.20
NJ,Hunterdon,65783,61218,4565,6.90
NJ,Mercer,211423,196139,15284,7.20
NJ,Middlesex,447472,409364,38108,8.50
NJ,Monmouth,336908,308005,28903,8.60
NJ,Morris,261110,241500,19610,7.50
NJ,Ocean,289421,263021,26400,9.10
NJ,Passaic,253121,222250,30871,12.20
NJ,Salem,30482,27661,2821,9.30
NJ,Somerset,174041,160966,13075,7.50
NJ,Sussex,76156,69247,6909,9.10
NJ,Union,285238,257873,27365,9.60
NJ,Warren,57556,52839,4717,8.20
NM,Bernalillo,328702,303245,25457,7.70
NM,Catron,1145,1063,82,7.20
NM,Chaves,27617,25452,2165,7.80
NM,Cibola,8968,8168,800,8.90
NM,Colfax,5098,4747,351,6.90
NM,Curry,21910,20749,1161,5.30
NM,De Baca,694,662,32,4.60
NM,Dona Ana,96941,89187,7754,8.00
NM,Eddy,33054,30859,2195,6.60
NM,Grant,11784,10764,1020,8.70
NM,Guadalupe,1493,1395,98,6.60
NM,Harding,276,265,11,4.00
NM,Hidalgo,1913,1805,108,5.60
NM,Lea,29081,25974,3107,10.70
NM,Lincoln,8679,7925,754,8.70
NM,Los Alamos,9788,9432,356,3.60
NM,Luna,10185,8590,1595,15.70
NM,McKinley,23613,21250,2363,10.00
NM,Mora,2032,1873,159,7.80
NM,Otero,25226,23181,2045,8.10
NM,Quay,3035,2816,219,7.20
NM,Rio Arriba,16483,15191,1292,7.80
NM,Roosevelt,7824,7358,466,6.00
NM,Sandoval,66586,61164,5422,8.10
NM,San Juan,50020,45217,4803,9.60
NM,San Miguel,10429,9602,827,7.90
NM,Santa Fe,71037,65447,5590,7.90
NM,Sierra,4068,3704,364,8.90
NM,Socorro,6157,5736,421,6.80
NM,Taos,14705,13068,1637,11.10
NM,Torrance,5322,4835,487,9.20
NM,Union,1628,1547,81,5.00
NM,Valencia,30216,27838,2378,7.90
NY,Albany,159064,148104,10960,6.90
NY,Allegany,19388,17886,1502,7.70
NY,Bronx,617657,517592,100065,16.20
NY,Broome,83341,76405,6936,8.30
NY,Cattaraugus,33626,30565,3061,9.10
NY,Cayuga,36024,33290,2734,7.60
NY,Chautauqua,53821,49233,4588,8.50
NY,Chemung,35912,32893,3019,8.40
NY,Chenango,22117,20650,1467,6.60
NY,Clinton,36090,33328,2762,7.70
NY,Columbia,30869,29034,1835,5.90
NY,Cortland,22779,21027,1752,7.70
NY,Delaware,18957,17637,1320,7.00
NY,Dutchess,144551,133963,10588,7.30
NY,Erie,445070,404444,40626,9.10
NY,Essex,16852,15526,1326,7.90
NY,Franklin,19443,17898,1545,7.90
NY,Fulton,22899,21009,1890,8.30
NY,Genesee,29514,27427,2087,7.10
NY,Greene,20564,18925,1639,8.00
NY,Hamilton,2192,2023,169,7.70
NY,Herkimer,27973,25770,2203,7.90
NY,Jefferson,44090,40387,3703,8.40
NY,Kings,1210703,1057917,152786,12.60
NY,Lewis,11607,10741,866,7.50
NY,Livingston,30254,28189,2065,6.80
NY,Madison,32945,30462,2483,7.50
NY,Monroe,365713,335839,29874,8.20
NY,Montgomery,22442,20553,1889,8.40
NY,Nassau,710248,653335,56913,8.00
NY,New York,902268,815372,86896,9.60
NY,Niagara,99206,89223,9983,10.10
NY,Oneida,102413,94429,7984,7.80
NY,Onondaga,224224,206289,17935,8.00
NY,Ontario,55699,51828,3871,6.90
NY,Orange,186598,171729,14869,8.00
NY,Orleans,17354,15957,1397,8.10
NY,Oswego,52954,48386,4568,8.60
NY,Otsego,27071,25196,1875,6.90
NY,Putnam,51204,47520,3684,7.20
NY,Queens,1150966,1005557,145409,12.60
NY,Rensselaer,81921,76421,5500,6.70
NY,Richmond,223073,199333,23740,10.60
NY,Rockland,155842,143862,11980,7.70
NY,St. Lawrence,43703,40266,3437,7.90
NY,Saratoga,121388,113590,7798,6.40
NY,Schenectady,78220,72204,6016,7.70
NY,Schoharie,14783,13774,1009,6.80
NY,Schuyler,8180,7500,680,8.30
NY,Seneca,15516,14305,1211,7.80
NY,Steuben,42654,39303,3351,7.90
NY,Suffolk,778961,715866,63095,8.10
NY,Sullivan,36460,33409,3051,8.40
NY,Tioga,22528,20836,1692,7.50
NY,Tompkins,49514,46632,2882,5.80
NY,Ulster,87421,80700,6721,7.70
NY,Warren,31372,28821,2551,8.10
NY,Washington,27578,25668,1910,6.90
NY,Wayne,43562,40462,3100,7.10
NY,Westchester,485745,446883,38862,8.00
NY,Wyoming,18181,16866,1315,7.20
NY,Yates,11777,11039,738,6.30
NC,Alamance,78921,73409,5512,7.00
NC,Alexander,17127,15874,1253,7.30
NC,Alleghany,4105,3814,291,7.10
NC,Anson,10100,9351,749,7.40
NC,Ashe,12245,11501,744,6.10
NC,Avery,7095,6660,435,6.10
NC,Beaufort,18841,17684,1157,6.10
NC,Bertie,7377,6922,455,6.20
NC,Bladen,14056,13069,987,7.00
NC,Brunswick,51779,47353,4426,8.50
NC,Buncombe,133508,122736,10772,8.10
NC,Burke,38606,35905,2701,7.00
NC,Cabarrus,107171,99996,7175,6.70
NC,Caldwell,34593,31936,2657,7.70
NC,Camden,4446,4208,238,5.40
NC,Carteret,30331,28486,1845,6.10
NC,Caswell,9390,8684,706,7.50
NC,Catawba,75769,69884,5885,7.80
NC,Chatham,34968,33157,1811,5.20
NC,Cherokee,10654,9832,822,7.70
NC,Chowan,5301,4987,314,5.90
NC,Clay,3973,3687,286,7.20
NC,Cleveland,47102,43522,3580,7.60
NC,Columbus,21929,20209,1720,7.80
NC,Craven,39827,37305,2522,6.30
NC,Cumberland,123636,112350,11286,9.10
NC,Currituck,14055,13214,841,6.00
NC,Dare,19102,17258,1844,9.70
NC,Davidson,77645,72340,5305,6.80
NC,Davie,19763,18470,1293,6.50
NC,Duplin,24090,22781,1309,5.40
NC,Durham,169356,158846,10510,6.20
NC,Edgecombe,19974,17928,2046,10.20
NC,Forsyth,180183,167293,12890,7.20
NC,Franklin,30757,28746,2011,6.50
NC,Gaston,106773,98492,8281,7.80
NC,Gates,4881,4610,271,5.60
NC,Graham,2986,2698,288,9.60
NC,Granville,28903,27275,1628,5.60
NC,Greene,9230,8726,504,5.50
NC,Guilford,252260,231469,20791,8.20
NC,Halifax,19419,17699,1720,8.90
NC,Harnett,51556,47823,3733,7.20
NC,Haywood,28092,26047,2045,7.30
NC,Henderson,51335,47904,3431,6.70
NC,Hertford,8703,8120,583,6.70
NC,Hoke,19476,17863,1613,8.30
NC,Hyde,1748,1572,176,10.10
NC,Iredell,87687,81501,6186,7.10
NC,Jackson,19162,17750,1412,7.40
NC,Johnston,97630,91691,5939,6.10
NC,Jones,4051,3827,224,5.50
NC,Lee,25149,23192,1957,7.80
NC,Lenoir,26729,25135,1594,6.00
NC,Lincoln,42749,40040,2709,6.30
NC,McDowell,19929,18581,1348,6.80
NC,Macon,14970,13993,977,6.50
NC,Madison,9298,8675,623,6.70
NC,Martin,8623,8047,576,6.70
NC,Mecklenburg,606285,561076,45209,7.50
NC,Mitchell,5744,5311,433,7.50
NC,Montgomery,10973,10264,709,6.50
NC,Moore,39542,36751,2791,7.10
NC,Nash,41405,38076,3329,8.00
NC,New Hanover,118291,109989,8302,7.00
NC,Northampton,7214,6701,513,7.10
NC,Onslow,62806,58361,4445,7.10
NC,Orange,76310,72369,3941,5.20
NC,Pamlico,5156,4878,278,5.40
NC,Pasquotank,16085,14941,1144,7.10
NC,Pender,27830,26077,1753,6.30
NC,Perquimans,4729,4417,312,6.60
NC,Person,17853,16597,1256,7.00
NC,Pitt,85632,80018,5614,6.60
NC,Polk,8719,8192,527,6.00
NC,Randolph,62845,58373,4472,7.10
NC,Richmond,16160,14727,1433,8.90
NC,Robeson,48256,44128,4128,8.60
NC,Rockingham,38146,35071,3075,8.10
NC,Rowan,63077,58194,4883,7.70
NC,Rutherford,23751,21603,2148,9.00
NC,Sampson,27558,25999,1559,5.70
NC,Scotland,11008,9722,1286,11.70
NC,Stanly,28880,27112,1768,6.10
NC,Stokes,20523,19248,1275,6.20
NC,Surry,31730,29615,2115,6.70
NC,Swain,6745,6188,557,8.30
NC,Transylvania,13757,12938,819,6.00
NC,Tyrrell,1234,1122,112,9.10
NC,Union,119383,112507,6876,5.80
NC,Vance,16542,14921,1621,9.80
NC,Wake,572430,536715,35715,6.20
NC,Warren,6322,5721,601,9.50
NC,Washington,4249,3914,335,7.90
NC,Watauga,27087,25442,1645,6.10
NC,Wayne,49707,46620,3087,6.20
NC,Wilkes,27476,25654,1822,6.60
NC,Wilson,33578,30693,2885,8.60
NC,Yadkin,16849,15687,1162,6.90
NC,Yancey,7920,7410,510,6.40
ND,Adams,1011,973,38,3.80
ND,Barnes,5211,5010,201,3.90
ND,Benson,2321,2163,158,6.80
ND,Billings,439,423,16,3.60
ND,Bottineau,2985,2825,160,5.40
ND,Bowman,1635,1580,55,3.40
ND,Burke,1039,984,55,5.30
ND,Burleigh,51298,49088,2210,4.30
ND,Cass,106255,101632,4623,4.40
ND,Cavalier,1915,1849,66,3.40
ND,Dickey,2316,2240,76,3.30
ND,Divide,1445,1399,46,3.20
ND,Dunn,3162,3016,146,4.60
ND,Eddy,1206,1150,56,4.60
ND,Emmons,1494,1422,72,4.80
ND,Foster,1562,1508,54,3.50
ND,Golden Valley,865,838,27,3.10
ND,Grand Forks,37296,35591,1705,4.60
ND,Grant,1202,1169,33,2.70
ND,Griggs,1027,996,31,3.00
ND,Hettinger,1398,1342,56,4.00
ND,Kidder,1301,1235,66,5.10
ND,LaMoure,2071,2016,55,2.70
ND,Logan,864,836,28,3.20
ND,McHenry,3122,2953,169,5.40
ND,McIntosh,1102,1066,36,3.30
ND,McKenzie,9537,8811,726,7.60
ND,McLean,4850,4632,218,4.50
ND,Mercer,3653,3443,210,5.70
ND,Morton,16964,16112,852,5.00
ND,Mountrail,6941,6579,362,5.20
